"Link","Tytuł","Opis","Tagi","Czas"
"https://openai.com/index/introducing-the-codex-app/","OpenAI Codex - IDE na macOS “tylko” z agentami AI","Codex to nowe narzędzie od OpenAI dostępne na macOS. Zbudowane dla developerów, ale bez edytora tekstowego. Tworzenie oprogramowania ma polegać tylko na zarządzaniu agentami. Do tego dochodzi możliwość planowania zadań. Osobiście preferuję Antigravity od Google, ale polecam sprawdzić - zwłaszcza że przez pierwszy miesiąc od premiery są darmowe limity na to narzędzie również w wersji ChatGPT Free.","Nowości i ogłoszenia",""
"https://openai.com/index/introducing-openai-frontier/","OpenAI Frontier – platforma dla firm pozwalająca budować zespół AI-owy","Frontier, nowa platforma, która pomaga przedsiębiorstwom budować, wdrażać i zarządzać agentami AI, którzy mogą wykonywać rzeczywistą pracę. Frontier zapewnia agentom te same umiejętności, których potrzebują ludzie, aby odnieść sukces w pracy: współdzielony kontekst, onboarding, praktyczną naukę z informacją zwrotną oraz jasne uprawnienia i granice.","Nowości i ogłoszenia",""
"https://www.anthropic.com/engineering/building-c-compiler","Nowy model Claude Opus 4.6 od Anthropic, który w 2 tygodnie zbudował kompilator języka C","Anthropic właśnie zaprezentował model Claude Opus 4.6, który jeszcze lepiej radzi sobie ze złożonymi zadaniami. Firma opublikowała artykuł o tym jak zleciła swojemu modelowi zbudowanie kompilatora języka C, zostawiła go (głównie) samego sobie na 2 tygodnie i jakie były rezultaty.","Nowości i ogłoszenia",""
"https://www.apple.com/newsroom/2026/02/xcode-26-point-3-unlocks-the-power-of-agentic-coding/","Twórcy aplikacji na Apple używający Xcode mogą teraz korzystać z Claude i Codex","Programiści mogą korzystać z agentów kodowania, w tym Claude Agent firmy Anthropic i Codex firmy OpenAI, bezpośrednio w środowisku Xcode, aby autonomicznie wykonywać złożone zadania, co pozwala im tworzyć aplikacje szybciej niż wcześniej.","Nowości i ogłoszenia",""
"https://blog.google/innovation-and-ai/models-and-research/google-deepmind/project-genie/","Project Genie – generowanie interaktywnych światów dzięki AI","Genie trafił właśnie w ręce użytkowników (niestety na razie tylko w USA). Polecam przynajmniej zobaczyć jakie możliwości prezentuje to narzędzie, bo zatrzęsło ono rynkiem gamingowym, akcje dużych spółek gwałtownie spadły, o czym pisałem tutaj.","Nowości i ogłoszenia",""
"https://the-decoder.com/chinese-ai-video-model-kling-3-0-takes-another-step-toward-usable-creative-assets/","Premiera Kling 3.0 do generowania wideo AI","Kling jest bardzo popularnym narzędziem do generowania wideo za pomocą AI, również w marketingu i e-commerce, a jego najnowsza wersja zdecydowanie podwyższa poziom.","Nowości i ogłoszenia",""
"https://www.youtube.com/watch?v=kQRu7DdTTVA","Anthropic ogłasza brak reklam w Claude… reklamami","Od razu kojarzy mi się walka Lidl vs Biedronka. Ostatnio OpenAI ogłosiło reklamy w ChatGPT, a teraz Anthropic odpowiedziało na to serią żartobliwych reklam.","Nowości i ogłoszenia","1 min"
"https://www.reuters.com/business/apple-acquires-audio-ai-startup-qai-2026-01-29/","Apple przejmuje izraelski startup AI audio – Q.ai","Apple po cichu robi swoje. Przejęcie izraelskiego startupu Q.ai to wyraźny sygnał, że gigant z Cupertino stawia na zaawansowane audio w AI. Ten ruch sugeruje, że Apple nie zamierza postawić wszystkiego na jedną kartę współpracy z Gemini.","Nowości i ogłoszenia",""
"https://www.spacex.com/updates#xai-joins-spacex","xAI dołącza do SpaceX","Wszystko zostaje w rodzinie. SpaceX przejmuje xAI. Synergia czy megalomania? Na pewno potencjał technologiczny takiego połączenia jest przerażająco ogromny. Albo po prostu Musk walczy o swoją bilionową premię.","Nowości i ogłoszenia",""
"https://elevenlabs.io/blog/series-d","ElevenLabs zbiera 500 milionów dolarów przy wycenie 11 miliardów","Gdyby ElevenLabs było notowane na GPW, od razu wskoczyłaby do WIG20 i byłaby największą spółką technologiczną w Polsce. Kolejne finansowania pokazują, że firma z polskimi korzeniami nabiera coraz większego znaczenia w Europie i na świecie.","Nowości i ogłoszenia",""
