"Link","Tytuł","Opis","Tagi","Czas"
"https://www.apple.com/newsroom/2026/09/siri-ai-a-profoundly-more-capable-and-personal-assistant-is-here/","Apple prezentuje nową Siri z głębszą integracją AI","Apple pokazało gruntownie przebudowaną Siri opartą na nowej generacji Apple Intelligence – asystenta, który rozumie osobisty kontekst użytkownika, ma dostęp do wiedzy o świecie, widzi zawartość ekranu i wykonuje akcje w wielu aplikacjach systemowych naraz. Nowa Siri prowadzi pełne rozmowy z dopytywaniem, przeszukuje wiadomości, maile i zdjęcia użytkownika, a Visual Intelligence pozwala jej „widzieć” to, co dzieje się na ekranie iPhone'a, iPada, Maca czy Vision Pro. Doszły też narzędzia do pisania generujące szkice tekstu z opisu i dopasowujące się do stylu użytkownika, plus integracje z aplikacjami trzecimi jak Outlook czy Notability. Po latach, w których Siri była głównym celem żartów o zapóźnieniu Apple w AI, to pierwsza wersja, która realnie próbuje dogonić konkurencję – na razie w becie i tylko po angielsku, więc prawdziwy test dopiero przed nią.","Nowości i ogłoszenia",""
"https://x.com/ShaneLegg/status/2100229706641539248","DeepMind Institute – platforma do debaty o bezpiecznym AGI","Shane Legg, współzałożyciel i główny naukowiec ds. AGI w Google DeepMind, ogłosił powstanie DeepMind Institute (DMI) – interdyscyplinarnej platformy badawczej, która ma odpowiadać na najważniejsze techniczne i społeczne pytania związane z nadchodzącą erą AGI. Legg pisze wprost, że jesteśmy „na progu głębokiej transformacji” i że luki między dzisiejszymi systemami a pełnym AGI powinny zamknąć się wkrótce, wymieniając przy tym realne ryzyka – cyberbezpieczeństwo, biozagrożenia i potencjalną utratę kontroli nad przyszłymi systemami zdolnymi do samoulepszania. DMI ma zrzeszać badaczy z Google DeepMind, całego Google i szerszej społeczności naukowej do pracy nad pytaniami o wartości, zarządzanie AGI i instytucje, które trzeba będzie przebudować, żeby sobie z nią poradzić. Ciekawe, że sam Legg zaznacza, że odpowiedzi „nie powinni dawać sami technolodzy” – to rzadkie przyznanie ze strony jednego z twórców DeepMind, że firma nie ma monopolu na rozstrzyganie, jak bezpiecznie zbudować technologię, którą sama tworzy najszybciej na świecie.","Nowości i ogłoszenia",""
"https://elevenlabs.io/blog/reception","ElevenLabs wprowadza Reception – AI recepcjonistkę dla małych firm","ElevenLabs wypuścił Reception – AI recepcjonistkę, która odbiera telefony 24 godziny na dobę, odpowiada na pytania o firmę i samodzielnie umawia wizyty w kalendarzu. Narzędzie celuje w branże, gdzie każdy nieodebrany telefon to potencjalnie stracony klient – hydraulików, salony kosmetyczne, obsługę nieruchomości – czyli tam, gdzie właściciel firmy fizycznie nie może przerwać pracy, żeby odebrać połączenie. Poza samą rozmową system dostarcza transkrypcje, nagrania i streszczenia, więc nic nie ginie w telefonicznym chaosie. To dobry przykład, jak głosowe AI od ElevenLabs przechodzi z demo na konferencjach do konkretnego, płatnego produktu dla małych firm, które nigdy nie miałyby budżetu na własną recepcję ani umiejętności samemu tworzyć takie rozwiązania.","Nowości i ogłoszenia",""
"https://blog.google/innovation-and-ai/models-and-research/gemini-models/gemini-3-8-live-gemini-3-8-live-extended-thinking/","Gemini 3.8 Live i Extended Thinking: Google wprowadza nowe modele głosowe AI","Google wypuścił Gemini 3.8 Live oraz wariant Extended Thinking – nowe modele do rozmów głosowych, które mają brzmieć i reagować bardziej naturalnie niż dotychczasowe asystenty. Live obsługuje 97 języków z automatycznym wykrywaniem zmiany języka w trakcie rozmowy i przetwarza obraz niemal w czasie rzeczywistym, a wersja Extended Thinking potrafi jednocześnie rozumować i mówić, wplatając naturalne pauzy w stylu „chwileczkę, sprawdzę to”. Model zajął pierwsze miejsce w rankingu Speech to Speech Quality Index od Artificial Analysis, co pokazuje, że wyścig o najlepszego asystenta głosowego wchodzi w kolejną fazę. Warto śledzić ten segment – po latach, gdy głosowe AI kojarzyło się głównie z toporną automatyzacją call center, jakość zaczyna realnie zbliżać się do naturalnej rozmowy.","Nowości i ogłoszenia",""
"https://www.japantimes.co.jp/business/2026/09/11/companies/robotic-housekeeping-arms/","Japoński startup MW stawia na roboty-ramiona zamiast humanoidów do prac domowych","Tokijski startup MW zakłada się, że przyszłość domowej automatyzacji to nie chodzące humanoidy, tylko dwa robotyczne ramiona z chwytakami jeżdżące po szynach zamontowanych na suficie – rozwiązanie, które twórcy porównują do domu w stylu Iron Mana. Firma zebrała już 20 milionów dolarów finansowania zalążkowego, celuje w rundę Serii A na poziomie 10 miliardów jenów i zebrała ponad tysiąc zgłoszeń od zainteresowanych klientów, mimo że dom z wbudowanym systemem ma kosztować 1,3-2,7 miliona dolarów. Pierwsze mieszkania mają trafić do klientów w Tokio w 2028 roku, a MW celuje w produkcję 10 tysięcy jednostek rocznie do 2035 – co odpowiadałoby 5% nowo budowanych domów w Japonii. To ciekawy kontrapunkt do chińskiego wyścigu humanoidów – zamiast uniwersalnego robota na dwóch nogach, japoński startup stawia na wyspecjalizowaną infrastrukturę wbudowaną w sam budynek, co może się okazać tańsze i bardziej niezawodne niż ogólny humanoid do prostych prac domowych.","Nowości i ogłoszenia",""
"https://aioai.pl/mistral-series-d-3-mld-euro-suwerenna-ai/","Mistral pozyskuje 3 mld euro na budowę suwerennej AI w Europie","Mistral AI zamknął rundę Series D na 3 miliardy euro, prowadzoną przez Samsung Electronics, przy wycenie ponad 21 miliardów euro – to prawie dwukrotny skok względem finansowania sprzed roku. Pieniądze mają iść na rozbudowę europejskiej infrastruktury obliczeniowej niezależnej od amerykańskich hiperskalerów, z celem osiągnięcia mocy rzędu 1 GW do 2030 roku. W gronie inwestorów pojawiają się też ASML i NVIDIA, co pokazuje, jak bardzo europejski przemysł chce mieć własną kartę przetargową w wyścigu AI. Artykuł słusznie zaznacza, że „open-weight” u Mistrala nie oznacza pełnej otwartości – dostęp do wag modelu to nie to samo co otwarte dane treningowe czy jednolite prawa komercyjne. Ciekawy sygnał, że temat suwerenności technologicznej w Europie przestaje być tylko hasłem politycznym, a zaczyna mieć realne pieniądze za sobą.","Nowości i ogłoszenia",""
"https://openai.com/index/reimagining-advertising-with-ai/","OpenAI testuje reklamy AI w ChatGPT z sponsorowanymi agentami","OpenAI testuje Sponsored Agents – funkcję, w której kliknięcie reklamy w ChatGPT otwiera rozmowę z botem sponsorowanym przez daną markę, gdzie użytkownik może dopytać o szczegóły produktu, zanim przejdzie na stronę sprzedawcy. Firma rozbudowuje też Ads Manager o generowanie kreacji i tekstów reklamowych na podstawie prostych promptów, a automatyczne tłumaczenie i dopasowanie treści do kontekstu rozmowy ma zdjąć z marketerów część rutynowej pracy. Nowe integracje z HubSpot i Shopify – pierwszymi partnerami CRM i e-commerce – pozwalają zarządzać kampaniami bez wychodzenia z narzędzi, których firmy już używają. To wyraźny sygnał, że OpenAI buduje pełnoprawną platformę reklamową wokół ChatGPT, a nie tylko dorzuca reklamy jako dodatkowe źródło przychodu – najbliższe miesiące pokażą, jak bardzo użytkownicy zaakceptują rozmowy z „botem sponsora” wplecione w codzienne czaty.","Nowości i ogłoszenia",""
"https://slack.com/blog/productivity/slack-surfaces","Slack wprowadza Surfaces – żywe interfejsy budowane w rozmowie","Slack wprowadza Surfaces – funkcję, która zamienia zwykłą rozmowę w żywy, interaktywny interfejs: dashboard, raport czy prezentację budowaną na bieżąco przez Slackbota na podstawie prostego opisu potrzeby, bez udziału analityka czy designera. Kluczowa różnica względem statycznych plików to aktualność – powierzchnia zostaje podłączona do źródła danych, w tym Salesforce, i odświeża się sama, zamiast dezaktualizować się w chwili wysłania. Zespoły mogą przypinać takie widoki, komentować je i filtrować wspólnie, a system pokazuje, skąd pochodzą dane, co ma budować zaufanie do wygenerowanej treści. To kolejny krok Slacka w stronę bycia nie tylko komunikatorem, ale warstwą roboczą, w której dzieje się realna analiza danych – ciekawe, jak szybko firmy zaczną ufać dashboardom wygenerowanym przez bota zamiast klasycznego BI.","Nowości i ogłoszenia",""
"https://www.tavus.io/blog/phoenix-4-5","Tavus wprowadza Phoenix-4.5 – szybki model renderowania awatarów ludzi","Tavus zaprezentował Phoenix-4.5, model do renderowania cyfrowych awatarów ludzi w czasie rzeczywistym, który firma nazywa najszybszym i najbardziej ekspresyjnym rozwiązaniem tego typu na rynku. Model generuje nie tylko twarz, ale całą górną część ciała – głowa, ramiona i tors poruszają się zsynchronizowane z rytmem mowy, a przetworzenie audio na wideo zajmuje zaledwie 134 milisekundy, około 25% szybciej niż konkurencja. Nowy wizerunek awatara można wygenerować w około minutę bez wcześniejszego treningu modelu, co otwiera zastosowania od agentów sprzedażowych, przez systemy opieki zdrowotnej, po symulowane rozmowy kwalifikacyjne i szkolenia pracowników. Firma przytacza spektakularne liczby na temat efektywności – 2-3-krotny wzrost zaangażowania w sprzedaży czy 300% szybszy rozwój umiejętności w treningu – które warto traktować jako marketing producenta, ale sama jakość renderowania w czasie rzeczywistym robi wrażenie nawet na nagraniach demo.","Nowości i ogłoszenia",""
"https://typesafe.ai/blog/introducing-system-one-models-and-jev","TypeSafe AI wprowadza System One Models i Jev – modele do automatyzacji, nie do czatu","Startup TypeSafe AI zaprezentował Jev – pierwszy model z nowej kategorii „System One Models”, zaprojektowanej nie do prowadzenia rozmów, tylko do podejmowania ustrukturyzowanych decyzji, które oprogramowanie może wykorzystać bezpośrednio, bez parsowania tekstu. Twórca projektu, Diogo Almeida, trafnie punktuje lukę w branży: modele są nadludzko dobre w czacie od lat, ale realna automatyzacja wciąż kuleje. Jev działa 40-200 razy szybciej niż modele graniczne (70-500 ms odpowiedzi), zwraca typowo bezpieczne wartości bez halucynacji dzięki podejściu RLCD, a koszt wejścia to zaledwie 0,042 dolara za miliard tokenów. Jeśli faktycznie eliminuje halucynacje przy tej szybkości, to może być realna alternatywa dla klasycznych LLM-ów wszędzie tam, gdzie liczy się deterministyczna decyzja, a nie płynna konwersacja – warto obserwować, jak model spisze się poza kontrolowanymi benchmarkami producenta.","Nowości i ogłoszenia",""
